"CIVICNUMBER","STREETNAME","POSTALCODE","MUNICIPALITY","LATITUDE","LONGITUDE"
341,"North Street","P6B 2A7","SSM",46.52336849,-84.33927742
46,"Hearst Street","P6B 1J7","SSM",46.51789112,-84.32678566
567,"Morrison Avenue","P6B 3Z7","SSM",46.53041781,-84.3342967
9,"Grandriver Crescent","P6B 3R9","SSM",46.52526246,-84.33096251
47,"Pardee Avenue","P6B 1V9","SSM",46.52301178,-84.33695311
401,"Bruce Street","P6B 1R5","SSM",46.52017017,-84.32259306
586,"Parliament Street","P6C 3N1","SSM",46.53155421,-84.34442205
82,"Blake Avenue","P6B 4X8","SSM",46.52748365,-84.32029865
10,"Chestnut Street South","P6B 2C7","SSM",46.52179943,-84.33731449
70,"Borron Avenue","P6B 1E6","SSM",46.51351333,-84.32137282
7,"Euclid Road","P6B 1A1","SSM",46.51066643,-84.32245213
5,"Euclid Road","P6B 1A1","SSM",46.5107219,-84.32259958
165,"Highway 556","P6A 5K7","Aweres Township",46.64722786,-84.30096258
456,"Bush Street","P6C 3H4","SSM",46.52743319,-84.34135946
26,"Grandview Avenue","P6B 3V8","SSM",46.52747702,-84.33360482
403,"Bush Street","P6C 3H2","SSM",46.52610139,-84.34209939
48,"Bainbridge Street","P6C 2G9","SSM",46.53634837,-84.33856077
5,"Elmwood Avenue","P6B 4V6","SSM",46.52235549,-84.32310509
10,"Euclid Road","P6B 1A2","SSM",46.51090764,-84.3220144
327,"North Street","P6B 2A7","SSM",46.52310657,-84.33931147
584,"John Street","P6C 3K7","SSM",46.53114653,-84.34187516
55,"Reid Street","P6B 4T8","SSM",46.52452023,-84.3267221
452,"Bush Street","P6C 3H4","SSM",46.52733005,-84.34138288
333,"North Street","P6B 2A7","SSM",46.52319117,-84.33929612
504,"Northland Road","P6C 3N8","SSM",46.52937802,-84.34622849
612,"John Street","P6C 3K8","SSM",46.53216697,-84.34154718
77,"Great Northern Road","P6B 4Y8","SSM",46.52731436,-84.31987641
44,"Bainbridge Street","P6C 2G9","SSM",46.53650432,-84.33837473
41,"Walnut Street","P6B 2E4","SSM",46.52176625,-84.33667827
594,"Second Line East","P6B 4K1","SSM",46.53917207,-84.32075572
180,"Elmwood Avenue","P6B 4W4","SSM",46.531143,-84.32262352
663,"North Street","P6B 2C1","SSM",46.53572952,-84.33619579
452,"John Street","P6C 3K1","SSM",46.52756842,-84.34261966
60,"Great Northern Road","P6B 4Y5","SSM",46.52593788,-84.31884338
206,"Walnut Street","P6B 2G1","SSM",46.52691736,-84.33621263
145,"Highway 556","P6A 5K7","Aweres Township",46.64678628,-84.30155539
507,"Charles Street","P6C 3L5","SSM",46.52926206,-84.34415385
13,"Grandriver Crescent","P6B 3R9","SSM",46.52527398,-84.33075411
28,"Lothian Avenue","P6B 6J5","SSM",46.52892549,-84.32180528
47,"Grosvenor Avenue","P6B 2L8","SSM",46.51797889,-84.33063352
76,"Wemyss Street","P6B 1B5","SSM",46.51128303,-84.32116205
106,"Trelawne Avenue","P6B 2M9","SSM",46.51793192,-84.3277028
571,"Morrison Avenue","P6B 3Z7","SSM",46.53050038,-84.33413631
96,"Oryme Avenue","P6B 4C4","SSM",46.53116284,-84.3218032
156,"Walnut Street","P6B 2E9","SSM",46.52502619,-84.33623564
73,"Bainbridge Street","P6C 2H1","SSM",46.53576491,-84.33988381
32,"Lothian Avenue","P6B 6J5","SSM",46.52892607,-84.32160757
49,"Grosvenor Avenue","P6B 2L8","SSM",46.51796969,-84.33045184
267,"Spruce Street","P6B 2H2","SSM",46.52679701,-84.33555141
186,"Elmwood Avenue","P6B 4W4","SSM",46.53135252,-84.32255427
616,"John Street","P6C 3K8","SSM",46.53229122,-84.34150251
8,"White Oak Drive West","P6C 2H6","SSM",46.53790571,-84.33580941
27,"Borron Avenue","P6B 1E7","SSM",46.51453595,-84.32454101
575,"Morrison Avenue","P6B 3Z7","SSM",46.53057113,-84.33400192
9,"Euclid Road","P6B 1A1","SSM",46.51061892,-84.32229517
90,"Oryme Avenue","P6B 4C4","SSM",46.53115423,-84.32203862
17,"Grosvenor Avenue","P6B 2L8","SSM",46.519347,-84.33065357
63,"Melrose Avenue","P6B 2R7","SSM",46.52065321,-84.32242446
77,"St. Andrew's Terrace","P6C 1B2","SSM",46.52321391,-84.34257554
61,"Melrose Avenue","P6B 2R7","SSM",46.52054783,-84.32238636
365,"Wilson Street","P6B 2K7","SSM",46.52043163,-84.33173068
337,"North Street","P6B 2A7","SSM",46.52327655,-84.33931399
160,"Blake Avenue","P6B 4Y1","SSM",46.53030283,-84.32042215
11,"Hearst Street","P6B 1J6","SSM",46.51695733,-84.32710723
519,"Northland Road","P6C 3P1","SSM",46.52994479,-84.34659494
369,"Wilson Street","P6B 2K7","SSM",46.52060385,-84.33174415
57,"Grosvenor Avenue","P6B 2L8","SSM",46.5177544,-84.33017779
406,"Bush Street","P6C 3H3","SSM",46.52616187,-84.34159273
597,"Bush Street","P6C 3J3","SSM",46.53225068,-84.34100163
32,"Grandmont Crescent","P6B 3V9","SSM",46.52739913,-84.3285495
59,"Reid Street","P6B 4T8","SSM",46.5246481,-84.32669822
37,"Bainbridge Street","P6C 2G8","SSM",46.53609921,-84.33803733
79,"Grandville Crescent","P6B 5P8","SSM",46.53328979,-84.32870621
192,"Elmwood Avenue","P6B 4W4","SSM",46.53153757,-84.32255861
593,"Bush Street","P6C 3J3","SSM",46.53211183,-84.34102993
473,"Northland Road","P6C 3N7","SSM",46.52868524,-84.3469166
702,"Wilson Street","P6B 2L7","SSM",46.5328015,-84.33121265
15,"Hearst Street","P6B 1J6","SSM",46.51700917,-84.32691108
55,"Grosvenor Avenue","P6B 2L8","SSM",46.51782982,-84.33026262
81,"White Oak Drive East","P6B 4J7","SSM",46.53684298,-84.33166113
51,"Walnut Street","P6B 2E4","SSM",46.52192633,-84.33668844
4,"Birch Court","P6A 5K7","Aweres Township",46.65393246,-84.31482035
522,"Nelson Street","P6C 3C7","SSM",46.52915214,-84.33829026
73,"White Oak Drive East","P6B 4J7","SSM",46.53684912,-84.33196236
287,"Second Line East","P6C 2M5","SSM",46.53825237,-84.33600164
6,"Birch Court","P6A 5K7","Aweres Township",46.6540786,-84.31457471
83,"Wemyss Street","P6B 1B6","SSM",46.51092522,-84.32089051
357,"Morin Street","P6C 3E5","SSM",46.52469811,-84.34105878
51,"Knox Avenue","P6B 3X8","SSM",46.52926844,-84.33472996
98,"Maple Street","P6B 2H8","SSM",46.52228166,-84.33369295
353,"Morin Street","P6C 3E5","SSM",46.52459414,-84.34108094
164,"Blake Avenue","P6B 4Y1","SSM",46.5304306,-84.32042838
291,"Second Line East","P6C 2M5","SSM",46.53822406,-84.33575992
156,"Blake Avenue","P6B 4Y1","SSM",46.53017011,-84.32040808
8,"Birch Court","P6A 5K7","Aweres Township",46.65407533,-84.31430132
404,"Bush Street","P6C 3H3","SSM",46.52604499,-84.34160939
517,"North Street","P6B 2B5","SSM",46.52937938,-84.33778753
624,"John Street","P6C 3K8","SSM",46.53256429,-84.34146061
109,"Lansdowne Avenue","P6B 1K5","SSM",46.5180283,-84.32484352
69,"Bainbridge Street","P6C 2H1","SSM",46.53578636,-84.33967253
515,"North Street","P6B 2B5","SSM",46.52925791,-84.3378622
68,"Lansdowne Avenue","P6B 1K6","SSM",46.51808277,-84.327149
587,"John Street","P6C 3K6","SSM",46.5314251,-84.34231328
410,"Bush Street","P6C 3H3","SSM",46.52626675,-84.3415318
113,"Lansdowne Avenue","P6B 1K5","SSM",46.51802291,-84.32458656
69,"Elmwood Avenue","P6B 4V7","SSM",46.52695084,-84.32318667
332,"North Street","P6B 2A8","SSM",46.52296248,-84.33874703
583,"John Street","P6C 3K6","SSM",46.531327,-84.34230581
53,"Grosvenor Avenue","P6B 2L8","SSM",46.51789341,-84.3303608
55,"Walnut Street","P6B 2E4","SSM",46.5220414,-84.33669454
117,"Lansdowne Avenue","P6B 1K5","SSM",46.51799912,-84.32441981
84,"Nino Drive","P6B 3V6","SSM",46.52729222,-84.33319817
671,"North Street","P6B 2C1","SSM",46.53589057,-84.3361553
82,"St. Andrew's Terrace","P6C 1B1","SSM",46.52342673,-84.34243868
385,"Wilson Street","P6B 2K7","SSM",46.52083463,-84.33174497
78,"St. Andrew's Terrace","P6C 1B1","SSM",46.52339978,-84.34227075
63,"Reid Street","P6B 4T8","SSM",46.52478577,-84.32669694
19,"Grandriver Crescent","P6B 3R9","SSM",46.52525595,-84.33049877
102,"Oryme Avenue","P6B 4C4","SSM",46.53116396,-84.32151287
93,"Bainbridge Street","P6C 2H1","SSM",46.53560834,-84.34109195
53,"Knox Avenue","P6B 3X8","SSM",46.52933336,-84.33461177
27,"Bainbridge Street","P6C 2G8","SSM",46.53620802,-84.33751581
63,"Walnut Street","P6B 2E4","SSM",46.5221417,-84.33667295
12,"Herrick Street","P6A 2T4","SSM",46.50810879,-84.3240775
80,"Nino Drive","P6B 3V6","SSM",46.5273759,-84.33298531
279,"Spruce Street","P6B 2H2","SSM",46.52717398,-84.33557248
55,"Knox Avenue","P6B 3X8","SSM",46.5294355,-84.33446463
2,"Elmwood Avenue","P6B 4V5","SSM",46.5222641,-84.32258818
91,"Knox Avenue","P6B 3X8","SSM",46.53018195,-84.33305977
620,"John Street","P6C 3K8","SSM",46.53242458,-84.34149404
49,"Pardee Avenue","P6B 1V9","SSM",46.52301072,-84.33684989
719,"Wilson Street","P6B 5X2","SSM",46.53340856,-84.33190315
217,"Birch Street","P6B 2K1","SSM",46.52718797,-84.33578695
93,"Grandriver Crescent","P6B 3S3","SSM",46.52658508,-84.32777564
4,"Elmwood Avenue","P6B 4V5","SSM",46.5223785,-84.32257746
167,"Strand Avenue","P6B 5W9","SSM",46.53112866,-84.33073455
456,"John Street","P6C 3K1","SSM",46.52767829,-84.34258757
119,"Lansdowne Avenue","P6B 1K5","SSM",46.51799583,-84.32423314
10,"Hearst Street","P6B 1J7","SSM",46.51728161,-84.32726536
77,"Elmwood Avenue","P6B 4V7","SSM",46.52727803,-84.32313864
444,"Wilson Street","P6B 2K9","SSM",46.52399067,-84.3310281
336,"North Street","P6B 2A8","SSM",46.52308967,-84.33877119
51,"Wawanosh Avenue","P6B 3W2","SSM",46.52762584,-84.3241629
377,"Wilson Street","P6B 2K7","SSM",46.520759,-84.33174398
123,"Lansdowne Avenue","P6B 1K5","SSM",46.5179632,-84.32379669
293,"North Street","P6A 1M7","SSM",46.52177569,-84.33962682
85,"Wemyss Street","P6B 1B6","SSM",46.51089857,-84.32062524
628,"John Street","P6C 3K8","SSM",46.532688,-84.34143162
36,"Grandview Avenue","P6B 3V8","SSM",46.52781012,-84.33335445
47,"Wawanosh Avenue","P6B 3W2","SSM",46.52763265,-84.32433482
89,"White Oak Drive East","P6B 4J7","SSM",46.53698743,-84.33131392
84,"Fauquier Avenue","P6B 2P4","SSM",46.51474019,-84.32469237
88,"Fauquier Avenue","P6B 2P4","SSM",46.51493328,-84.32471679
416,"John Street","P6C 3J9","SSM",46.52653586,-84.34286786
108,"Oryme Avenue","P6B 4C4","SSM",46.53115306,-84.32125911
75,"Elmwood Avenue","P6B 4V7","SSM",46.52718014,-84.32313615
363,"Morin Street","P6C 3E5","SSM",46.52480407,-84.34104435
15,"Beech Street","P6B 4R4","SSM",46.53042972,-84.33304046
121,"Lansdowne Avenue","P6B 1K5","SSM",46.51796454,-84.32394225
89,"Wemyss Street","P6B 1B6","SSM",46.51089532,-84.32046349
36,"Fauquier Avenue","P6B 2P1","SSM",46.51259282,-84.32504786
90,"Wilcox Avenue","P6B 1V3","SSM",46.52114054,-84.33471924
97,"White Oak Drive East","P6B 4J7","SSM",46.53701027,-84.33102001
209,"Grand Boulevard","P6B 4S7","SSM",46.53088495,-84.33005275
49,"Grandhaven Crescent","P6B 3Y4","SSM",46.52892103,-84.3276983
33,"Hardiman Avenue","P6B 5R1","SSM",46.52928588,-84.32158791
118,"Oryme Avenue","P6B 4C4","SSM",46.53118331,-84.32064106
430,"John Street","P6C 3K1","SSM",46.52692297,-84.3427603
50,"Summit Avenue","P6B 2S6","SSM",46.51320294,-84.32046784
212,"Bloor Street West","P6C 1H9","SSM",46.52855893,-84.34649231
670,"North Street","P6B 2C2","SSM",46.534969,-84.33579338
538,"Nelson Street","P6C 3C7","SSM",46.5296183,-84.3381844
29,"Hardiman Avenue","P6B 5R1","SSM",46.52929621,-84.32180595
36,"Granite Street","P6B 4T1","SSM",46.52498017,-84.32770927
40,"Bainbridge Street","P6C 2G9","SSM",46.53662706,-84.33809915
196,"Elmwood Avenue","P6B 4W4","SSM",46.53166017,-84.32258622
55,"Grandhaven Crescent","P6B 3Y4","SSM",46.52906627,-84.32774751
171,"Strand Avenue","P6B 5W9","SSM",46.53112994,-84.33045386
420,"John Street","P6C 3J9","SSM",46.5266509,-84.34282991
19,"Pardee Avenue","P6B 1V9","SSM",46.52299206,-84.33831283
48,"Hearst Street","P6B 1J7","SSM",46.51801055,-84.32683195
350,"John Street","P6C 3J7","SSM",46.52471912,-84.34315822
38,"Wemyss Street","P6B 1B3","SSM",46.51123177,-84.32347269
120,"McNabb Street","P6B 1X9","SSM",46.52195816,-84.32190318
514,"Northland Road","P6C 3N9","SSM",46.52976841,-84.34612262
110,"Ruth Street","P6C 2E6","SSM",46.53583818,-84.35629021
7,"Rockport Road","P6C 5S7","SSM",46.541795,-84.38439626
140,"Pittsburgh Avenue","P6C 5B3","SSM",46.52630181,-84.38229765
354,"Third Avenue","P6C 4M4","SSM",46.5325752,-84.36718784
134,"Carufel Avenue","P6C 4T6","SSM",46.53221577,-84.37436972
156,"Wilding Avenue","P6C 4V1","SSM",46.53319163,-84.37559977
582,"Connaught Avenue","P6C 2E2","SSM",46.53567862,-84.37627502
308,"Maretta Street","P6C 4A7","SSM",46.53159363,-84.35771614
316,"Glasgow Avenue","P6C 5G7","SSM",46.5319648,-84.38510562
227,"Letcher Street","P6C 4Y6","SSM",46.52923749,-84.38008067
9,"Rockport Road","P6C 5S7","SSM",46.54194583,-84.38441144
173,"Johnson Avenue","P6C 2V4","SSM",46.54095561,-84.35927812
763,"Dyment Street","P6C 1E7","SSM",46.52677085,-84.38033183
319,"Spadina Avenue","P6C 5E4","SSM",46.53200537,-84.38446755
329,"Goulais Avenue","P6C 5A3","SSM",46.53261753,-84.38194654
299,"Prentice Avenue","P6C 4R4","SSM",46.54029746,-84.37190049
415,"Sydenham Road","P6C 2X8","SSM",46.54265535,-84.37294149
165,"Johnson Avenue","P6C 2V4","SSM",46.54094598,-84.35900938
94,"Pittsburgh Avenue","P6C 5B1","SSM",46.52503862,-84.38225276
44,"Arden Street","P6C 5K3","SSM",46.53859946,-84.38960894
741,"Shafer Avenue","P6C 3S4","SSM",46.53662887,-84.34934717
789,"Peoples Road","P6C 3V6","SSM",46.53904823,-84.35091849
893,"Bonney Street","P6C 1A9","SSM",46.52372071,-84.38534605
4,"Arden Street","P6C 5K3","SSM",46.53703158,-84.38932155
333,"Goulais Avenue","P6C 5A3","SSM",46.53275121,-84.38192029
286,"Third Avenue","P6C 4M1","SSM",46.53081247,-84.36708699
508,"Sherbourne Street","P6C 3X4","SSM",46.52996642,-84.35124106
123,"Turner Avenue","P6C 4R9","SSM",46.53110336,-84.37243012
745,"Shafer Avenue","P6C 3S4","SSM",46.53672198,-84.34935294
19,"Ascot Avenue","P6C 2R4","SSM",46.53860945,-84.38912028
24,"Constellation Place","P6A 6S4","SSM",46.52217621,-84.25580327
147,"Pittsburgh Avenue","P6C 5B2","SSM",46.52651257,-84.38281197
311,"Maretta Street","P6C 4A6","SSM",46.53167555,-84.35828191
450,"First Avenue","P6C 4P1","SSM",46.53523145,-84.36982667
340,"Pittsburgh Avenue","P6C 1X8","SSM",46.53287887,-84.38257481
175,"Henrietta Avenue","P6C 2A2","SSM",46.53355904,-84.35958553
53,"Nichol Avenue","P6C 4V3","SSM",46.53901977,-84.37596112
8,"Arden Street","P6C 5K3","SSM",46.53719894,-84.38950094
41,"Bitonti Crescent","P6C 6B6","SSM",46.5437872,-84.35848803
330,"Glasgow Avenue","P6C 5G7","SSM",46.53245351,-84.3851218
344,"Wallace Terrace","P6C 1K9","SSM",46.53031517,-84.36372668
106,"Ruth Street","P6C 2E6","SSM",46.5358456,-84.35607401
315,"Maretta Street","P6C 4A6","SSM",46.53180992,-84.35829352
578,"Connaught Avenue","P6C 2E2","SSM",46.5356698,-84.3760437
8,"Hare Avenue","P6C 5A6","SSM",46.53623083,-84.38212673
57,"Nichol Avenue","P6C 4V3","SSM",46.53917165,-84.37595537
23,"Churchill Avenue","P6C 2P9","SSM",46.5393449,-84.35178208
26,"Constellation Place","P6A 6S4","SSM",46.52213184,-84.25584814
45,"Wallace Terrace","P6C 1J9","SSM",46.53037762,-84.35265093
10,"Constellation Place","P6A 6S4","SSM",46.5225295,-84.25544112
233,"Letcher Street","P6C 4Y6","SSM",46.52934081,-84.38005706
672,"Farwell Terrace","P6C 4C9","SSM",46.54359518,-84.36094849
93,"Pittsburgh Avenue","P6C 5A9","SSM",46.52534494,-84.38280928
30,"Broadview Drive","P6C 2S9","SSM",46.54126917,-84.38895644
461,"Moody Street","P6C 4A3","SSM",46.53635767,-84.35721312
91,"Central Street","P6C 4W4","SSM",46.5250385,-84.37819904
437,"Laurier Avenue","P6C 5J6","SSM",46.53608444,-84.38850661
340,"Wallace Terrace","P6C 1K9","SSM",46.53035304,-84.36356966
90,"Laura Street","P6C 2G4","SSM",46.53683545,-84.35525828
441,"Laurier Avenue","P6C 5J6","SSM",46.53634478,-84.38862728
45,"Bitonti Crescent","P6C 6B6","SSM",46.54380805,-84.35825288
610,"Wellington Street West","P6C 3T9","SSM",46.53292366,-84.34977418
12,"Constellation Place","P6A 6S4","SSM",46.5224779,-84.25550722
336,"Wallace Terrace","P6C 1K9","SSM",46.53037142,-84.36336352
935,"Second Line West","P6C 2L6","SSM",46.53639115,-84.39696216
239,"Letcher Street","P6C 4Y6","SSM",46.5295539,-84.38014995
14,"Constellation Place","P6A 6S4","SSM",46.52241219,-84.25556699
364,"Second Avenue","P6C 4N3","SSM",46.53290871,-84.36844139
460,"Moody Street","P6C 4A2","SSM",46.5363456,-84.35670286
287,"Fourth Avenue","P6C 4L8","SSM",46.53072514,-84.36643698
94,"Johnson Avenue","P6C 2V5","SSM",46.54147077,-84.35581681
312,"Maretta Street","P6C 4A7","SSM",46.53170483,-84.35773004
149,"Carufel Avenue","P6C 4T5","SSM",46.53289545,-84.3749573
341,"Fourth Avenue","P6C 4L9","SSM",46.53230425,-84.36650587
198,"Turner Avenue","P6C 4S2","SSM",46.53508642,-84.37219628
749,"Shafer Avenue","P6C 3S4","SSM",46.53683064,-84.34936604
348,"Gillies Street","P6C 3Z7","SSM",46.53275775,-84.35524368
49,"Bitonti Crescent","P6C 6B6","SSM",46.54376609,-84.35801074
21,"Churchill Avenue","P6C 2P9","SSM",46.53931777,-84.35156298
473,"Douglas Street","P6C 1T2","SSM",46.53130515,-84.36894467
83,"Ironside Drive","P6A 6K4","Prince",46.52405439,-84.55557433
407,"Sydenham Road","P6C 2X8","SSM",46.54264969,-84.37244064
155,"Carufel Avenue","P6C 4T5","SSM",46.53300656,-84.37497529
235,"Letcher Street","P6C 4Y6","SSM",46.52944095,-84.38009527
320,"Maretta Street","P6C 4A7","SSM",46.53192444,-84.35770726
403,"Sydenham Road","P6C 2X8","SSM",46.54267671,-84.37220651
143,"Asquith Street","P6C 1P9","SSM",46.53109836,-84.38878646
34,"Broadview Drive","P6C 2S9","SSM",46.54138491,-84.38881068
45,"Hill Street","P6C 3Y1","SSM",46.54292537,-84.35297911
10,"Dawson Avenue","P6C 4B3","SSM",46.54022381,-84.35893108
107,"Ironside Drive","P6A 6K4","Prince",46.52395055,-84.55422022
123,"Roosevelt Avenue","P6C 5M7","SSM",46.53089523,-84.39352677
568,"Second Line West","P6C 2K6","SSM",46.53732784,-84.37819984
640,"Farwell Terrace","P6C 4C9","SSM",46.5423443,-84.36088341
45,"Pozzebon Crescent","P6C 6A7","SSM",46.54193755,-84.35694349
97,"Pittsburgh Avenue","P6C 5A9","SSM",46.52547108,-84.38279565
352,"Gillies Street","P6C 3Z7","SSM",46.53286354,-84.3552491
894,"Bonney Street","P6C 1A8","SSM",46.52406158,-84.38593013
49,"Pozzebon Crescent","P6C 6A7","SSM",46.54192664,-84.35714893
766,"Dyment Street","P6C 1E8","SSM",46.52711524,-84.38040041
724,"Metzger Street","P6C 1B9","SSM",46.525332,-84.37865067
154,"Pittsburgh Avenue","P6C 5B3","SSM",46.52666815,-84.38232294
316,"Maretta Street","P6C 4A7","SSM",46.53181678,-84.35770244
359,"Third Avenue","P6C 4M3","SSM",46.53281837,-84.36773476
12,"Royal Road","P6C 5G9","SSM",46.53919426,-84.38515053
640,"Lennox Avenue","P6C 3P8","SSM",46.53380936,-84.347365
1563,"Herkimer Street","P6A 5K6","SSM",46.50527186,-84.46220166
1025,"Second Line West","P6C 6G8","SSM",46.53588514,-84.40151821
294,"Rossmore Road","P6C 2Y8","SSM",46.54483378,-84.37082693
2,"Cottage Lane","P6A 5K6","SSM",46.49944164,-84.45938508
27,"Digby Crescent","P6C 2R6","SSM",46.53922591,-84.38494085
111,"Laura Street","P6C 2G5","SSM",46.53639083,-84.35631958
250,"Letcher Street","P6C 4Y7","SSM",46.5293466,-84.37959138
755,"Second Line West","P6C 2K8","SSM",46.53630864,-84.3879361
644,"Farwell Terrace","P6C 4C9","SSM",46.54249171,-84.36087522
70,"Henrietta Avenue","P6C 1Z5","SSM",46.5341028,-84.35407322
912,"Bonney Street","P6C 1A8","SSM",46.52406215,-84.38606492
80,"Third Line East","P6C 3B8","SSM",46.55260455,-84.34722354
361,"Third Avenue","P6C 4M3","SSM",46.53295453,-84.36773444
368,"Sussex Road","P6C 2S3","SSM",46.53986254,-84.37119423
394,"Connaught Avenue","P6C 2C9","SSM",46.5359326,-84.36574843
285,"Sixth Avenue","P6C 4K9","SSM",46.53081336,-84.3633888
361,"Moody Street","P6C 3Z9","SSM",46.53315049,-84.35706
368,"Second Avenue","P6C 4N3","SSM",46.53302557,-84.36840405
281,"Sixth Avenue","P6C 4K9","SSM",46.53068523,-84.36331976
311,"Korah Road","P6C 4H2","SSM",46.53137411,-84.36225945
576,"Second Line West","P6C 2K6","SSM",46.53779618,-84.37876796
91,"Cottage Lane","P6A 5K6","SSM",46.50006163,-84.45509542
150,"Pittsburgh Avenue","P6C 5B3","SSM",46.52654445,-84.38230555
350,"Fourth Avenue","P6C 6C4","SSM",46.53225797,-84.36604803
605,"Korah Road","P6C 4J8","SSM",46.54091782,-84.36894227
527,"Brunswick Avenue","P6C 4E7","SSM",46.5385317,-84.36408861
146,"Pittsburgh Avenue","P6C 5B3","SSM",46.52644945,-84.3822916
66,"Henrietta Avenue","P6C 1Z5","SSM",46.53409833,-84.3538799
148,"Carufel Avenue","P6C 4T6","SSM",46.53291983,-84.3744397
467,"Korah Road","P6C 4J1","SSM",46.53596857,-84.36554376
115,"Laura Street","P6C 2G5","SSM",46.53639075,-84.35652225
404,"Farwell Terrace","P6C 4B7","SSM",46.53550702,-84.36042001
348,"Sixth Avenue","P6C 4L1","SSM",46.53249172,-84.36398761
611,"Korah Road","P6C 4J8","SSM",46.54106388,-84.36906316
37,"Wallace Terrace","P6C 1J9","SSM",46.53036632,-84.35229118
621,"Korah Road","P6C 4J8","SSM",46.54121561,-84.36914491
38,"Hill Street","P6C 3Y2","SSM",46.54272746,-84.35236487
295,"Fourth Avenue","P6C 4L8","SSM",46.53093795,-84.36644703
349,"Fourth Avenue","P6C 4L9","SSM",46.53248991,-84.36651345
273,"Spadina Avenue","P6C 5E1","SSM",46.53024589,-84.38438215
193,"Carufel Avenue","P6C 4T5","SSM",46.53490247,-84.37511901
137,"Prentice Avenue","P6C 4P6","SSM",46.53477632,-84.37155617
34,"Nichol Avenue","P6C 4V4","SSM",46.53828584,-84.37536995
35,"Pozzebon Crescent","P6C 6A7","SSM",46.54192914,-84.356346
364,"Sussex Road","P6C 2S3","SSM",46.53988077,-84.37085594
57,"Bitonti Crescent","P6C 6B6","SSM",46.54381486,-84.35756216
550,"Second Line East","P6B 4K1","SSM",46.53876814,-84.32347551
334,"Goulais Avenue","P6C 5A4","SSM",46.53272892,-84.38125406
103,"Laura Street","P6C 2G5","SSM",46.53639992,-84.3558645
277,"Sixth Avenue","P6C 4K9","SSM",46.53056373,-84.36313265
376,"Second Avenue","P6C 4N3","SSM",46.53320579,-84.36841346
631,"Wellington Street West","P6C 3T8","SSM",46.53346189,-84.35043929
152,"Carufel Avenue","P6C 4T6","SSM",46.53303523,-84.37445996
